mesydaq Position Calibration File
position data: 1 row title, mapped pixel and occupancy in columns
bin	pix[0]	occ[0]	pix[1]	occ[1]	pix[2]	occ[2]	pix[3]	occ[3]	pix[4]	occ[4]	pix[5]	occ[5]	pix[6]	occ[6]	pix[7]	occ[7]	pix[8]	occ[8]	pix[9]	occ[9]	pix[10]	occ[10]	pix[11]	occ[11]	pix[12]	occ[12]	pix[13]	occ[13]	pix[14]	occ[14]	pix[15]	occ[15]	pix[16]	occ[16]	pix[17]	occ[17]	pix[18]	occ[18]	pix[19]	occ[19]	pix[20]	occ[20]	pix[21]	occ[21]	pix[22]	occ[22]	pix[23]	occ[23]	pix[24]	occ[24]	pix[25]	occ[25]	pix[26]	occ[26]	pix[27]	occ[27]	pix[28]	occ[28]	pix[29]	occ[29]	pix[30]	occ[30]	pix[31]	occ[31]	pix[32]	occ[32]	pix[33]	occ[33]	pix[34]	occ[34]	pix[35]	occ[35]	pix[36]	occ[36]	pix[37]	occ[37]	pix[38]	occ[38]	pix[39]	occ[39]	pix[40]	occ[40]	pix[41]	occ[41]	pix[42]	occ[42]	pix[43]	occ[43]	pix[44]	occ[44]	pix[45]	occ[45]	pix[46]	occ[46]	pix[47]	occ[47]	pix[48]	occ[48]	pix[49]	occ[49]	pix[50]	occ[50]	pix[51]	occ[51]	pix[52]	occ[52]	pix[53]	occ[53]	pix[54]	occ[54]	pix[55]	occ[55]	pix[56]	occ[56]	pix[57]	occ[57]	pix[58]	occ[58]	pix[59]	occ[59]	pix[60]	occ[60]	pix[61]	occ[61]	pix[62]	occ[62]	pix[63]	occ[63]	pix[64]	occ[64]	pix[65]	occ[65]	pix[66]	occ[66]	pix[67]	occ[67]	pix[68]	occ[68]	pix[69]	occ[69]	pix[70]	occ[70]	pix[71]	occ[71]	pix[72]	occ[72]	pix[73]	occ[73]	pix[74]	occ[74]	pix[75]	occ[75]	pix[76]	occ[76]	pix[77]	occ[77]	pix[78]	occ[78]	pix[79]	occ[79]	pix[80]	occ[80]	pix[81]	occ[81]	pix[82]	occ[82]	pix[83]	occ[83]	pix[84]	occ[84]	pix[85]	occ[85]	pix[86]	occ[86]	pix[87]	occ[87]	pix[88]	occ[88]	pix[89]	occ[89]	pix[90]	occ[90]	pix[91]	occ[91]	pix[92]	occ[92]	pix[93]	occ[93]	pix[94]	occ[94]	pix[95]	occ[95]	pix[96]	occ[96]	pix[97]	occ[97]	pix[98]	occ[98]	pix[99]	occ[99]	pix[100]	occ[100]	pix[101]	occ[101]	pix[102]	occ[102]	pix[103]	occ[103]	pix[104]	occ[104]	pix[105]	occ[105]	pix[106]	occ[106]	pix[107]	occ[107]	pix[108]	occ[108]	pix[109]	occ[109]	pix[110]	occ[110]	pix[111]	occ[111]	pix[112]	occ[112]	pix[113]	occ[113]	pix[114]	occ[114]	pix[115]	occ[115]	pix[116]	occ[116]	pix[117]	occ[117]	pix[118]	occ[118]	pix[119]	occ[119]	pix[120]	occ[120]	pix[121]	occ[121]	pix[122]	occ[122]	pix[123]	occ[123]	pix[124]	occ[124]	pix[125]	occ[125]	pix[126]	occ[126]	pix[127]	occ[127]	
518	71	1	70	1	70	1	70	1	70	1	69	1	69	1	69	0.842438	70	1	70	1	70	1	69	0.250456	70	1	70	1	69	1	70	1	70	1	70	1	70	1	69	1	70	1	69	0.359067	69	1	69	0.242956	69	1	69	1	69	1	69	1	69	1	69	1	69	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	0.659019	70	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	69	0.219099	70	1	69	1	69	1	70	1	70	1	70	1	70	1	69	0.439675	70	1	69	1	70	1	70	1	70	1	71	1	70	0.731345	70	1	70	1	69	0.601745	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	69	0.31479	70	1	70	1	70	1	70	1	70	1	69	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	69	1	69	0.990982	69	1	69	0.454586	69	0.172061	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	70	1	70	1	69	0.459962	69	0.611279	69	0.0980316	69	1	69	1	
519	71	1	70	1	70	1	70	1	70	1	69	0.928703	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.248566	70	1	70	1	70	1	70	1	69	0.519687	70	1	70	1	69	1	70	1	70	1	70	1	69	1	69	1	69	0.728891	69	1	69	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	70	0.182042	70	1	69	1	70	1	70	1	70	1	70	1	70	0.210636	70	0.839692	70	0.855464	70	1	70	1	70	1	70	1	70	1	69	0.136201	70	1	70	1	69	1	69	0.199883	70	1	70	1	70	1	70	1	70	1	70	1	69	0.240003	70	1	70	1	70	1	71	1	71	1	70	0.192393	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.081988	70	1	69	0.376997	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	69	1	70	1	69	0.546011	70	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.0474034	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.825257	69	1	
520	71	1	70	1	70	1	70	1	70	1	70	1	69	0.959219	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.194477	70	1	70	1	69	0.324528	69	1	69	0.96318	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	70	1	69	0.322019	70	1	70	1	70	1	70	1	71	1	71	1	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.658683	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	0.709321	70	0.537355	71	1	71	1	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	0.932954	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.96534	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.62824	
521	71	1	70	1	70	0.649983	70	0.670936	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	70	1	70	1	70	0.946859	70	0.906662	70	1	70	1	71	1	71	1	71	1	70	0.901531	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	71	1	71	1	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	0.344511	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.747892	70	1	70	1	70	0.426995	70	1	70	1	70	1	70	1	70	1	70	1	70	0.339025	70	1	70	1	70	1	70	1	70	1	70	1	70	1	
522	71	1	70	1	71	1	71	1	70	1	70	1	70	1	70	1	70	1	70	0.651067	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	1	70	1	70	0.652246	70	1	70	1	70	1	70	1	70	0.888161	70	1	70	0.129515	70	1	70	0.6417	70	1	71	1	71	1	70	1	70	1	71	1	71	1	70	0.51131	70	1	71	1	71	1	71	1	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	71	1	71	1	71	1	70	0.312069	70	1	70	0.821979	70	1	70	1	70	0.646261	71	1	71	1	70	1	70	1	70	1	70	0.294999	70	1	70	1	70	0.697525	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	70	0.383483	70	0.516012	70	0.751864	70	1	70	1	70	1	71	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	
523	71	1	70	0.0456234	71	1	71	1	70	1	70	1	70	1	70	1	70	0.215329	71	1	70	0.350623	70	1	70	0.742927	70	0.588441	70	1	70	0.13349	70	0.563003	70	0.545105	70	0.837892	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	69	0.770045	70	1	71	1	70	0.249688	70	1	70	0.892483	70	0.961728	71	1	70	1	71	1	70	0.152181	71	1	70	0.589227	71	1	71	1	70	0.524636	70	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	70	0.847229	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	70	0.258165	70	1	71	1	71	1	71	1	70	0.759056	70	1	70	1	71	1	70	1	70	1	71	1	70	1	70	1	70	0.845495	70	1	70	0.651612	70	0.95134	70	1	70	0.388051	70	0.492061	70	0.171098	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	0.626086	71	1	71	1	71	1	71	1	70	0.828611	70	1	70	0.935912	71	1	70	1	70	0.697555	70	1	70	1	70	1	70	1	70	1	
524	71	0.119278	71	1	71	1	71	1	70	0.60439	70	1	70	1	70	1	71	1	71	1	71	1	70	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	70	1	70	0.300986	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	70	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	70	0.820394	71	1	71	1	71	1	71	1	71	1	70	0.0764139	70	0.729147	70	0.883726	70	1	70	1	70	0.766546	70	1	70	1	71	1	71	1	70	0.076613	70	0.0595623	70	1	70	0.588609	70	1	70	0.0186262	71	1	71	1	71	0.271806	71	1	71	1	71	1	70	1	71	1	71	1	70	0.329702	71	1	71	1	71	1	71	1	70	1	70	1	71	1	70	0.769156	70	0.261039	71	1	70	0.930954	70	1	71	1	70	1	71	1	71	1	70	0.0519151	71	1	71	1	71	1	70	1	70	0.350457	70	0.196174	70	1	70	1	70	1	70	1	70	1	70	1	70	0.927473	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	70	0.407278	71	1	70	1	70	1	70	1	70	1	70	1	
525	72	1	71	1	71	1	71	1	71	1	70	1	70	1	70	0.728183	71	1	71	1	71	1	70	0.105836	71	1	71	1	70	1	71	1	71	1	71	1	71	1	70	1	71	1	70	0.222184	70	1	70	0.104966	70	0.969518	70	1	70	1	70	1	70	1	70	1	70	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.547978	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	70	0.102437	71	1	70	1	70	1	71	1	71	1	71	1	71	1	70	0.286518	71	1	70	1	71	1	71	1	71	1	72	1	71	0.583682	71	1	71	1	70	0.524067	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	70	0.198808	71	1	71	1	71	1	71	1	71	1	70	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	70	1	70	0.899062	70	1	70	0.375843	70	0.0923936	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	70	0.360561	70	0.499084	71	1	70	1	70	1	
526	72	1	71	1	71	1	71	1	71	1	70	0.823163	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.141311	71	1	71	1	71	1	71	1	70	0.391671	71	1	71	1	70	0.98457	71	1	71	1	71	1	70	1	70	0.932319	70	0.651293	70	1	70	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	71	0.0632576	71	1	70	1	71	1	71	1	71	1	71	1	71	0.0838679	71	0.704849	71	0.733569	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	70	0.0968451	71	1	71	1	71	1	71	1	71	1	71	1	70	0.157812	71	1	71	1	71	1	72	1	72	1	71	0.0315223	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.243356	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	70	0.985146	71	1	70	0.468207	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.778508	70	1	
527	72	1	71	1	71	1	71	1	71	1	71	1	70	0.907794	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.114769	71	1	71	1	70	0.258507	70	1	70	0.907924	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	71	1	70	0.274414	71	1	71	1	71	1	71	1	72	1	72	1	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.624615	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.538446	71	0.380557	72	1	72	1	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.784725	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.892732	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.508831	
528	72	1	71	1	71	0.527077	71	0.548237	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	71	1	71	1	71	0.866027	71	0.780813	71	1	71	1	72	1	72	1	72	1	71	0.836514	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	72	1	72	1	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.209745	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.725659	71	1	71	1	71	0.296863	71	1	71	1	71	1	71	1	71	1	71	1	71	0.206701	71	1	71	1	71	1	71	1	71	1	71	1	71	1	
529	72	1	71	1	72	1	72	1	71	1	71	1	71	1	71	1	71	1	71	0.508943	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	1	71	1	71	0.552848	71	1	71	1	71	1	71	1	71	0.788866	71	1	71	0.0199607	71	1	71	0.529319	71	1	72	1	72	1	71	1	71	1	72	1	72	1	71	0.400751	71	1	72	1	72	1	72	1	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	72	1	72	1	72	1	71	0.173344	71	1	71	0.704206	71	1	71	1	71	0.512159	72	1	72	1	71	1	71	1	71	1	71	0.121767	71	1	71	1	71	0.556792	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	71	0.239872	71	0.3698	71	0.604198	71	1	71	1	71	1	72	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	
530	72	1	72	1	72	1	72	1	71	1	71	1	71	1	71	1	71	0.0736265	72	1	71	0.202477	71	1	71	0.583326	71	0.458186	71	1	72	1	71	0.404599	71	0.406588	71	0.692745	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	70	0.759676	71	1	72	1	71	0.168422	71	1	71	0.801474	71	0.861569	72	1	71	1	72	1	71	0.0211203	72	1	71	0.471345	72	1	72	1	71	0.41309	71	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	71	0.738418	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.869522	71	0.983192	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	71	0.109417	71	1	72	1	72	1	72	1	71	0.628387	71	1	71	1	72	1	71	1	71	1	72	1	71	1	71	1	71	0.727553	71	1	71	0.511184	71	0.825783	71	1	71	0.26266	71	0.349715	71	0.0392749	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	0.48728	72	1	72	1	72	1	72	1	71	0.681483	71	1	71	0.804719	72	1	71	1	71	0.587404	71	1	71	1	71	1	71	1	71	1	
531	73	1	72	1	72	1	72	1	71	0.472111	71	1	71	1	71	1	72	1	72	1	72	1	71	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	71	1	71	0.147748	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	71	0.955796	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	71	0.691178	72	1	72	1	72	1	72	1	72	1	72	1	71	0.61712	71	0.775859	71	1	71	1	71	0.64618	71	1	71	1	72	1	72	1	72	1	72	1	71	1	71	0.448245	71	1	72	1	72	1	72	1	72	0.118773	72	1	72	1	72	1	71	1	72	1	72	1	71	0.202788	72	1	72	1	72	1	72	1	71	1	71	1	72	1	71	0.635304	71	0.109859	72	1	71	0.780061	71	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	71	0.232712	71	0.0836788	71	1	71	1	71	1	71	1	71	1	71	1	71	0.837136	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	71	0.308731	72	1	71	1	71	1	71	1	71	1	71	1	
532	73	1	72	1	72	1	72	1	72	1	71	1	71	1	71	0.613928	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	71	1	72	1	71	0.085301	71	1	72	1	71	0.878116	71	0.944199	71	1	71	1	71	1	71	1	71	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.436938	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	71	1	71	1	72	1	72	1	72	1	72	1	71	0.133361	72	1	71	1	72	1	72	1	72	1	73	1	72	0.436018	72	1	72	1	71	0.446389	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	71	0.0828272	72	1	72	1	72	1	72	1	72	1	71	0.920484	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	71	1	71	0.807142	71	1	71	0.2971	71	0.0127262	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	71	0.261161	71	0.386889	72	1	71	1	71	1	
533	73	1	72	1	72	1	72	1	72	1	71	0.717623	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.0340552	72	1	72	1	72	1	72	1	71	0.263655	72	1	72	1	71	0.90568	72	1	72	1	72	1	71	1	71	0.844254	71	0.573695	71	1	71	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	72	1	71	1	72	1	72	1	72	1	72	1	73	1	72	0.570005	72	0.611674	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.0756216	72	1	72	1	72	1	73	1	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.109715	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	71	0.910171	72	1	71	0.390404	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.731759	71	1	
534	73	1	72	1	72	1	72	1	72	1	72	1	71	0.856369	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.0350606	72	1	72	1	71	0.192487	71	1	71	0.852668	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	72	1	71	0.226808	72	1	72	1	72	1	72	1	73	1	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.590548	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.367571	72	0.22376	73	1	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.636495	72	1	71	0.976301	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.820124	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.389422	
535	73	1	72	1	72	0.404172	72	0.425537	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	72	1	72	1	72	0.785194	72	0.654965	72	1	72	1	73	1	73	1	73	1	72	0.771496	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	73	1	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.0749794	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.703425	72	1	72	1	72	0.16673	72	1	72	1	72	1	72	1	72	1	72	1	72	0.0743767	72	1	72	1	72	1	72	1	72	1	72	1	72	1	
536	73	1	72	0.979874	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	0.366819	72	1	72	1	72	1	72	1	72	1	72	0.996949	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	1	72	1	72	0.45345	72	1	72	1	72	1	72	1	72	0.689571	72	1	73	1	72	1	72	0.416938	72	1	73	1	73	1	72	1	72	1	73	1	73	1	72	0.290193	72	1	73	1	73	1	73	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	73	1	73	1	73	1	72	0.034619	72	1	72	0.586433	72	1	72	1	72	0.378057	73	1	73	1	72	1	72	1	72	1	73	1	72	1	72	1	72	0.41606	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	72	0.096261	72	0.223589	72	0.456532	72	1	72	1	72	1	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	
537	73	0.912329	73	1	73	1	73	1	72	1	72	1	72	1	72	1	73	1	73	1	72	0.0543322	72	1	72	0.423725	72	0.327931	72	1	73	1	72	0.246195	72	0.268071	72	0.547599	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	71	0.749306	72	1	73	1	72	0.0871557	72	1	72	0.710465	72	0.76141	73	1	72	1	73	1	73	1	73	1	72	0.353462	73	1	73	1	72	0.301543	72	1	73	1	73	1	73	1	72	1	73	1	73	1	73	1	73	1	72	0.629608	72	0.980947	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.71591	72	0.851918	72	0.976445	72	0.912766	72	1	72	1	72	1	72	0.904683	73	1	73	1	73	1	73	1	73	1	73	1	72	1	73	1	73	1	72	1	73	1	73	1	73	1	72	0.497719	72	1	72	1	73	1	72	1	72	1	73	1	72	1	72	1	72	0.60961	72	1	72	0.370757	72	0.700226	72	0.958082	72	0.137269	72	0.207369	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.348474	73	1	73	1	73	1	73	1	72	0.534355	72	1	72	0.673526	73	1	72	1	72	0.477253	72	1	72	1	72	1	72	1	72	1	
538	74	1	73	1	73	1	73	1	72	0.339833	72	1	72	1	72	1	73	1	73	1	73	1	72	0.980113	73	1	73	1	72	1	73	1	73	1	73	1	73	1	72	1	73	1	72	1	72	1	72	0.991557	72	1	72	1	72	1	72	1	72	1	72	1	72	1	72	1	73	1	73	1	72	0.865498	73	1	73	1	73	1	72	1	73	1	73	1	73	1	73	1	73	1	73	1	73	1	72	1	73	1	73	1	73	1	72	0.561962	73	1	73	1	73	1	73	1	73	1	73	1	72	0.505092	72	0.667992	72	1	72	1	72	0.525813	72	1	72	1	73	1	73	1	73	1	73	1	72	1	72	0.307882	72	1	73	1	73	1	73	1	74	1	73	1	73	1	73	1	72	1	73	1	73	1	72	0.0758733	73	1	73	1	73	1	73	1	72	1	72	1	73	1	72	0.501453	73	1	73	1	72	0.629168	72	1	73	1	72	1	73	1	73	1	73	1	73	1	73	1	73	1	72	1	72	0.114966	73	1	72	1	72	1	72	1	72	1	72	1	72	1	72	0.746799	73	1	73	1	73	1	73	1	73	1	73	1	72	1	73	1	73	1	72	0.210185	73	1	72	1	72	1	72	0.907576	72	1	72	1	
